floor,meters,zone,xiaoqu,directon,area,house_name,region,house_price
中楼层（7层）,70㎡,2室1厅1卫,福怡苑,东 西        ,朝阳,整租·福怡苑2室1厅东/西,定福庄,5300
高楼层（6层）,56㎡,2室1厅1卫,劳动局家属院,南 北        ,通州,整租·劳动局家属院2室1厅南/北,北关,3500
中楼层（6层）,59㎡,2室1厅1卫,丰西北里,南        ,丰台,整租·丰西北里2室1厅南,五里店,3500
高楼层（6层）,49㎡,1室1厅1卫,华信大厦宿舍,东南        ,石景山,整租·华信大厦宿舍1室1厅东南,杨庄,3600
中楼层（12层）,55㎡,1室1厅1卫,世纪东方城,北        ,朝阳,整租·世纪东方城1室1厅北,欢乐谷,5500
低楼层（18层）,62㎡,2室1厅1卫,潘家园东里,东南        ,朝阳,整租·潘家园东里2室1厅东南,潘家园,6000
低楼层（28层）,19㎡,1房间1卫,北街家园五区,南        ,昌平,整租·北街家园五区1房间南,沙河,1200
中楼层（24层）,92㎡,2室1厅1卫,新康园,北        ,海淀,整租·新康园2室1厅北,西三旗,6000
低楼层（16层）,49㎡,1室1厅1卫,华严北里小区,南        ,朝阳,整租·华严北里小区1室1厅南,健翔桥,5600
低楼层（6层）,51㎡,1室0厅1卫,美然动力A3区,南        ,朝阳,整租·美然动力A3区1室0厅南,定福庄,5300
高楼层（5层）,53㎡,2室1厅1卫,双柳巷,东 西        ,朝阳,整租·双柳巷2室1厅东/西,双桥,4900
中楼层（12层）,66㎡,2室1厅1卫,城市亮点,西 北        ,东城,整租·城市亮点2室1厅西/北,永定门,5700
低楼层（6层）,55㎡,2室1厅1卫,夏霖园,南 北        ,海淀,整租·夏霖园2室1厅南/北,西北旺,6000
高楼层（6层）,68㎡,2室1厅1卫,康家园,南 北        ,朝阳,整租·康家园2室1厅南/北,甘露园,6000
低楼层（14层）,42㎡,1室0厅1卫,点击未来,西南        ,朝阳,整租·点击未来1室0厅西南,望京,5800
低楼层（6层）,43㎡,1室1厅1卫,裕中东里,南        ,西城,整租·裕中东里1室1厅南,马甸,5500
高楼层（6层）,65㎡,2室1厅1卫,南平里,南 北        ,朝阳,整租·南平里2室1厅南/北,首都机场,3500
低楼层（6层）,58㎡,2室1厅1卫,八里庄北里小区,南 北        ,朝阳,整租·八里庄北里小区2室1厅南/北,石佛营,5900
中楼层（5层）,45㎡,1室1厅1卫,高井,南 北        ,石景山,整租·高井1室1厅南/北,石景山其它,2800
高楼层（28层）,45㎡,1室0厅1卫,黑山A1区,南        ,门头沟,整租·黑山A1区1室0厅南,大峪,2100
低楼层（6层）,58㎡,2室1厅1卫,葛布店北里,南 北        ,通州,整租·葛布店北里2室1厅南/北,果园,3400
中楼层（12层）,58㎡,1室0厅1卫,月亮城堡,南        ,通州,整租·月亮城堡1室0厅南,武夷花园,3500
高楼层（15层）,43㎡,1房间1卫,SOCO公社,北        ,海淀,整租·SOCO公社1房间北,西三旗,4100
高楼层（6层）,41㎡,1室1厅1卫,营房西街,南        ,东城,整租·营房西街1室1厅南,崇文门,4900
低楼层（11层）,87㎡,2室1厅1卫,翠竹新村,南 西        ,顺义,整租·翠竹新村2室1厅南/西,中央别墅区,3000
高楼层（25层）,54㎡,1室1厅1卫,沿海赛洛城五期,东        ,朝阳,整租·沿海赛洛城五期1室1厅东,百子湾,5700
中楼层（6层）,59㎡,2室1厅1卫,南苑北里一区,南 北        ,丰台,整租·南苑北里一区2室1厅南/北,和义,3600
低楼层（21层）,79㎡,2室1厅1卫,东亚瑞晶苑,南 北        ,通州,整租·东亚瑞晶苑2室1厅南/北,马驹桥,3600
中楼层（14层）,54㎡,1室1厅1卫,南湖东园二区,西        ,朝阳,整租·南湖东园二区1室1厅西,望京,6000
高楼层（24层）,76㎡,1室1厅1卫,橙色年代,东 南        ,海淀,整租·橙色年代1室1厅东/南,六里桥,6000
中楼层（6层）,96㎡,2室1厅1卫,观音景园二期,南 北        ,朝阳,整租·观音景园二期2室1厅南/北,百子湾,5200
高楼层（6层）,42㎡,1室1厅1卫,武圣西里,南        ,朝阳,整租·武圣西里1室1厅南,劲松,5300
高楼层（6层）,56㎡,2室1厅1卫,南五里店45号院,南 北        ,丰台,整租·南五里店45号院2室1厅南/北,五里店,3600
中楼层（6层）,57㎡,2室1厅1卫,万源东里,南 北        ,丰台,整租·万源东里2室1厅南/北,旧宫,3700
高楼层（7层）,44㎡,3室1厅1卫,亮甲店小区,南        ,海淀,整租·亮甲店小区3室1厅南,定慧寺,5000
低楼层（1层）,30㎡,1室0厅1卫,禄米仓胡同,南 西        ,东城,整租·禄米仓胡同1室0厅南/西,朝阳门内,4300
中楼层（6层）,93㎡,2室2厅2卫,上潞园,南 北        ,通州,整租·上潞园2室2厅南/北,潞苑,3300
中楼层（6层）,79㎡,2室1厅1卫,车站西街9号院,南 北        ,西城,整租·车站西街9号院2室1厅南/北,广安门,5800
中楼层（6层）,60㎡,2室1厅1卫,广宁村,南 北        ,石景山,整租·广宁村2室1厅南/北,苹果园,3000
高楼层（5层）,54㎡,2室1厅1卫,冷冻机械厂宿舍,南 北        ,通州,整租·冷冻机械厂宿舍2室1厅南/北,九棵树(家乐福),3200
高楼层（6层）,67㎡,2室1厅1卫,和义东里一区,南 北        ,丰台,整租·和义东里一区2室1厅南/北,和义,3900
中楼层（18层）,47㎡,1室1厅1卫,富力又一城C区,南        ,朝阳,整租·富力又一城C区1室1厅南,豆各庄,4200
低楼层（22层）,60㎡,1室1厅1卫,紫金庄园,西北        ,海淀,整租·紫金庄园1室1厅西北,苏州桥,6000
中楼层（6层）,56㎡,2室1厅1卫,黄村西里,南        ,大兴,整租·黄村西里2室1厅南,黄村中,3300
低楼层（15层）,74㎡,2室1厅1卫,首开国风美仑,南 北        ,通州,整租·首开国风美仑2室1厅南/北,通州其它,3300
高楼层（6层）,52㎡,1室1厅1卫,长青园,东        ,东城,整租·长青园1室1厅东,左安门,4800
地下室（6层）,66㎡,2室1厅1卫,农光里,南 北        ,朝阳,整租·农光里2室1厅南/北,劲松,5800
低楼层（6层）,71㎡,1室1厅1卫,兴政西里,东南        ,大兴,整租·兴政西里1室1厅东南,黄村中,3000
低楼层（28层）,60㎡,2室1厅1卫,北京新天地一期,北        ,朝阳,整租·北京新天地一期2室1厅北,常营,5500
高楼层（6层）,64㎡,2室1厅1卫,城建宿舍,南 北        ,丰台,整租·城建宿舍2室1厅南/北,青塔,4500
地下室（6层）,38㎡,1室1厅1卫,和平里三区,西南        ,东城,整租·和平里三区1室1厅西南,和平里,5600
高楼层（6层）,63㎡,2室1厅1卫,新悦家园,南 北        ,昌平,整租·新悦家园2室1厅南/北,鼓楼大街,3100
高楼层（6层）,60㎡,2室1厅1卫,石园东区,南 北        ,顺义,整租·石园东区2室1厅南/北,顺义城,3200
中楼层（6层）,86㎡,2室1厅1卫,朝阳新城三区,东 西 北        ,朝阳,整租·朝阳新城三区2室1厅东/西/北,东坝,4700
中楼层（6层）,41㎡,1室1厅1卫,四合巷小区,南        ,房山,整租·四合巷小区1室1厅南,良乡,1900
高楼层（6层）,43㎡,2室0厅1卫,西木小区,南        ,海淀,整租·西木小区2室0厅南,田村,5200
低楼层（18层）,69㎡,2室1厅1卫,北街家园六区,南 北        ,昌平,整租·北街家园六区2室1厅南/北,沙河,3800
中楼层（6层）,42㎡,1室1厅1卫,农光东里,南        ,朝阳,整租·农光东里1室1厅南,劲松,5200
高楼层（6层）,42㎡,1室1厅1卫,建新南区,南        ,顺义,整租·建新南区1室1厅南,顺义城,2700
高楼层（6层）,61㎡,2室1厅1卫,林校北里,南 北        ,大兴,整租·林校北里2室1厅南/北,黄村火车站,2900
低楼层（18层）,50㎡,1室0厅1卫,后现代城B区,北        ,朝阳,整租·后现代城B区1室0厅北,大望路,6000
高楼层（6层）,50㎡,2室1厅1卫,八里庄东里,西        ,朝阳,整租·八里庄东里2室1厅西,四惠,5000
中楼层（21层）,60㎡,2室1厅1卫,百荣嘉园,南        ,东城,整租·百荣嘉园2室1厅南,永定门,5400
高楼层（6层）,45㎡,1室1厅1卫,苹果园小区一区,南 北        ,石景山,整租·苹果园小区一区1室1厅南/北,苹果园,3800
中楼层（6层）,62㎡,2室1厅1卫,大红门35号院,南 北        ,丰台,整租·大红门35号院2室1厅南/北,角门,4600
高楼层（10层）,55㎡,1室1厅1卫,芳怡园,东 西        ,海淀,整租·芳怡园1室1厅东/西,西北旺,4900
低楼层（6层）,42㎡,1室1厅1卫,松榆东里,南        ,朝阳,整租·松榆东里1室1厅南,北工大,5200
高楼层（6层）,64㎡,1室1厅1卫,泰河园三里,南        ,亦庄开发区,整租·泰河园三里1室1厅南,亦庄开发区其它,3300
低楼层（6层）,61㎡,1室1厅1卫,华龙小区,南 北        ,通州,整租·华龙小区1室1厅南/北,潞苑,2700
低楼层（16层）,48㎡,1室1厅1卫,高家园二区,南        ,朝阳,整租·高家园二区1室1厅南,酒仙桥,5300
高楼层（6层）,62㎡,2室1厅1卫,金沟河5号院,南 北        ,海淀,整租·金沟河5号院2室1厅南/北,五棵松,6000
高楼层（16层）,61㎡,2室1厅1卫,南庭新苑北区,南        ,丰台,整租·南庭新苑北区2室1厅南,新宫,4600
高楼层（6层）,37㎡,1室1厅1卫,人民日报社家属区,南        ,朝阳,整租·人民日报社家属区1室1厅南,红庙,5900
低楼层（14层）,80㎡,2室1厅1卫,首座御园一区二期,西        ,大兴,整租·首座御园一区二期2室1厅西,大兴其它,3000
低楼层（6层）,48㎡,1室1厅1卫,和义东里一区,南        ,丰台,整租·和义东里一区1室1厅南,和义,3700
低楼层（6层）,40㎡,1室1厅1卫,花园北路,北        ,海淀,整租·花园北路1室1厅北,牡丹园,5700
高楼层（16层）,61㎡,2室1厅1卫,莲花池东路,南 西        ,西城,整租·莲花池东路2室1厅南/西,木樨地,5500
中楼层（6层）,88㎡,2室1厅1卫,联港嘉园D区,南 北        ,大兴,整租·联港嘉园D区2室1厅南/北,大兴其它,2500
低楼层（3层）,40㎡,2室1厅1卫,双桥五号井,南 北        ,朝阳,整租·双桥五号井2室1厅南/北,双桥,3100
高楼层（5层）,38㎡,1室1厅1卫,新中西里,南        ,东城,整租·新中西里1室1厅南,东直门,6200
高楼层（4层）,34㎡,2房间1卫,亿城天筑,东        ,丰台,整租·亿城天筑2房间复式东,科技园区,3400
中楼层（6层）,60㎡,2室1厅1卫,松榆西里,南 北        ,朝阳,整租·松榆西里2室1厅南/北,潘家园,5800
高楼层（5层）,53㎡,2室1厅1卫,大峪南路,南 北        ,门头沟,整租·大峪南路2室1厅南/北,大峪,2500
中楼层（21层）,49㎡,1室0厅1卫,柏林爱乐二期,北        ,朝阳,整租·柏林爱乐二期1室0厅北,常营,4800
高楼层（6层）,40㎡,1室1厅1卫,万源东里,南        ,丰台,整租·万源东里1室1厅南,旧宫,2900
高楼层（6层）,76㎡,2室1厅1卫,双桥中路10号南院,南 北        ,朝阳,整租·双桥中路10号南院2室1厅南/北,双桥,4400
高楼层（6层）,84㎡,2室1厅1卫,隆盛园,南 北        ,大兴,整租·隆盛园2室1厅南/北,天宫院南,2000
高楼层（27层）,65㎡,1室0厅1卫,强佑清河新城,东南        ,海淀,整租·强佑清河新城1室0厅东南,清河,6000
高楼层（4层）,55㎡,2室1厅1卫,富强西里,西南        ,大兴,整租·富强西里2室1厅西南,黄村中,3100
中楼层（6层）,55㎡,2室1厅1卫,永泰庄甲6号院,南 北        ,海淀,整租·永泰庄甲6号院2室1厅南/北,清河,5500
低楼层（6层）,57㎡,2室1厅1卫,南菜园街1号院,南 北        ,西城,整租·南菜园街1号院2室1厅南/北,白纸坊,5600
中楼层（16层）,38㎡,1室1厅1卫,安贞西里,北        ,朝阳,整租·安贞西里1室1厅北,安贞,6000
低楼层（7层）,44㎡,1室1厅1卫,呼家楼西里,东南        ,朝阳,整租·呼家楼西里1室1厅东南,红庙,5200
中楼层（7层）,29㎡,1室0厅1卫,兴隆都市馨园,西        ,东城,整租·兴隆都市馨园1室0厅西,崇文门,5100
高楼层（6层）,58㎡,2室1厅1卫,和义东里一区,南 北        ,丰台,整租·和义东里一区2室1厅南/北,和义,3800
高楼层（6层）,55㎡,2室1厅1卫,滨河西里,西        ,大兴,整租·滨河西里2室1厅西,枣园,3100
中楼层（6层）,81㎡,2室1厅1卫,西潞昊宏家园,东 西        ,房山,整租·西潞昊宏家园2室1厅东/西,良乡,2600
高楼层（2层）,36㎡,1室1厅1卫,南宫嘉园,南        ,石景山,整租·南宫嘉园1室1厅南,石景山其它,2800
中楼层（6层）,85㎡,2室1厅1卫,君堂好园,南 北        ,朝阳,整租·君堂好园2室1厅南/北,十八里店,4500
中楼层（15层）,72㎡,1室1厅1卫,北京新天地二期,南        ,朝阳,整租·北京新天地二期1室1厅南,常营,5800
高楼层（6层）,60㎡,2室1厅1卫,邮局宿舍,南 北        ,丰台,整租·邮局宿舍2室1厅南/北,北大地,3800
中楼层（6层）,52㎡,1室1厅1卫,华龙小区,南 北        ,通州,整租·华龙小区1室1厅南/北,潞苑,2900
中楼层（22层）,82㎡,1室1厅1卫,柏林爱乐二期,西北        ,朝阳,整租·柏林爱乐二期1室1厅西北,常营,5800
高楼层（26层）,43㎡,1室0厅1卫,远见名苑,北        ,西城,整租·远见名苑1室0厅北,广安门,5200
高楼层（28层）,55㎡,1室0厅1卫,华贸城,南        ,朝阳,整租·华贸城1室0厅南,北苑,5600
高楼层（6层）,62㎡,2室1厅1卫,模式口西里,南 北        ,石景山,整租·模式口西里2室1厅南/北,苹果园,4200
中楼层（13层）,39㎡,1室0厅1卫,文慧园一号公寓,西        ,海淀,整租·文慧园一号公寓1室0厅西,新街口,5600
中楼层（10层）,40㎡,1室0厅1卫,芳怡园,东 西        ,海淀,整租·芳怡园1室0厅东/西,西北旺,5000
中楼层（17层）,53㎡,1室0厅1卫,华贸城,东        ,朝阳,整租·华贸城1室0厅东,北苑,5700
高楼层（17层）,89㎡,2室1厅1卫,北街家园八区,南 北        ,昌平,整租·北街家园八区2室1厅南/北,沙河,3800
高楼层（18层）,43㎡,1室1厅1卫,华威西里,南        ,朝阳,整租·华威西里1室1厅南,潘家园,5100
中楼层（6层）,47㎡,1室1厅1卫,建欣苑四里,东 西        ,丰台,整租·建欣苑四里1室1厅东/西,大红门,4600
中楼层（17层）,78㎡,1室1厅1卫,宁馨苑,南        ,昌平,整租·宁馨苑1室1厅南,东关,4000
高楼层（6层）,63㎡,2室1厅1卫,潞苑南大街88号院,南 北        ,通州,整租·潞苑南大街88号院2室1厅南/北,潞苑,2700
低楼层（7层）,65㎡,2室1厅1卫,建清园,南 北        ,海淀,整租·建清园2室1厅南/北,学院路,6000
高楼层（6层）,47㎡,1室1厅1卫,慧忠里,东 西        ,朝阳,整租·慧忠里1室1厅东/西,亚运村,5900
中楼层（18层）,80㎡,2室1厅1卫,安宁里南区,南 西        ,海淀,整租·安宁里南区2室1厅南/西,安宁庄,5500
中楼层（6层）,46㎡,1室1厅1卫,三丰里小区,东 西        ,朝阳,整租·三丰里小区1室1厅东/西,朝阳门外,6000
中楼层（6层）,41㎡,1室1厅1卫,清源西里,南        ,大兴,整租·清源西里1室1厅南,枣园,3500
高楼层（28层）,80㎡,2室1厅1卫,燕保祈东家园,南        ,朝阳,整租·燕保祈东家园2室1厅南,垡头,5400
低楼层（18层）,44㎡,1室0厅1卫,炫特嘉园一期,南        ,朝阳,整租·炫特嘉园一期1室0厅南,石佛营,5200
中楼层（4层）,37㎡,1室1厅1卫,工商大学,北        ,海淀,整租·工商大学1室1厅北,甘家口,5200
中楼层（10层）,61㎡,1室1厅1卫,景泰西里西区,南        ,东城,整租·景泰西里西区1室1厅南,永定门,5800
中楼层（28层）,75㎡,2室1厅1卫,康泉小区,东北        ,朝阳,整租·康泉小区2室1厅东北,双桥,5400
中楼层（28层）,50㎡,1室1厅1卫,四合欣园,西北        ,丰台,整租·四合欣园1室1厅西北,科技园区,4300
高楼层（16层）,38㎡,1室0厅1卫,天天朝阳,东        ,朝阳,整租·天天朝阳1室0厅东,甘露园,4700
中楼层（23层）,46㎡,1室0厅1卫,北辰福第六号院,南        ,朝阳,整租·北辰福第六号院1室0厅南,常营,5000
中楼层（6层）,42㎡,1室1厅1卫,皂君东里,南        ,海淀,整租·皂君东里1室1厅南,皂君庙,5800
高楼层（16层）,38㎡,1室0厅1卫,天天朝阳,西        ,朝阳,整租·天天朝阳1室0厅西,甘露园,4800
高楼层（24层）,50㎡,1室1厅1卫,南新园,南        ,朝阳,整租·南新园1室1厅南,华威桥,4800
高楼层（6层）,75㎡,2室1厅1卫,久敬佳园一区,南 北 东北        ,丰台,整租·久敬佳园一区2室1厅南/北/东北,和义,4150
中楼层（6层）,50㎡,2室1厅1卫,安宁庄后街15号院,西 北        ,海淀,整租·安宁庄后街15号院2室1厅西/北,安宁庄,5000
高楼层（6层）,56㎡,1室1厅1卫,大城小镇,南 北        ,大兴,整租·大城小镇1室1厅南/北,旧宫,3500
高楼层（6层）,46㎡,1室1厅1卫,南纬路2号院,南 北        ,西城,整租·南纬路2号院1室1厅南/北,陶然亭,5700
高楼层（6层）,41㎡,1室1厅1卫,小黄庄一区,东 西        ,东城,整租·小黄庄一区1室1厅东/西,安贞,5500
高楼层（6层）,94㎡,2室2厅1卫,云景西里南区,南 北        ,通州,整租·云景西里南区2室2厅南/北,梨园,3600
中楼层（19层）,60㎡,1室1厅1卫,华发颐园,东        ,朝阳,整租·华发颐园1室1厅东,北苑,6000
低楼层（6层）,52㎡,1室1厅1卫,馨港庄园二区,东 北        ,顺义,整租·馨港庄园二区1室1厅东/北,李桥,2800
中楼层（26层）,38㎡,1室0厅1卫,荣丰2008,南        ,西城,整租·荣丰20081室0厅南,广安门,4600
中楼层（25层）,46㎡,1室1厅1卫,似海怡家,东北        ,西城,整租·似海怡家1室1厅东北,牛街,5900
低楼层（6层）,39㎡,1室1厅1卫,磨房北里,南        ,朝阳,整租·磨房北里1室1厅南,北工大,4500
中楼层（16层）,77㎡,1室1厅1卫,八里庄北里,南 西        ,海淀,整租·八里庄北里1室1厅南/西,定慧寺,5600
低楼层（6层）,60㎡,2室1厅1卫,南平里,南 北        ,朝阳,整租·南平里2室1厅南/北,首都机场,3800
中楼层（7层）,62㎡,2室1厅1卫,银地家园,南 北        ,丰台,整租·银地家园2室1厅南/北,花乡,4500
低楼层（11层）,43㎡,1室0厅1卫,巴克摩界,北        ,通州,整租·巴克摩界1室0厅北,果园,3500
中楼层（6层）,42㎡,1室1厅1卫,四合巷小区,南        ,房山,整租·四合巷小区1室1厅南,良乡,2000
中楼层（6层）,56㎡,1室1厅1卫,秋露园,南        ,海淀,整租·秋露园1室1厅南,西北旺,5800
高楼层（6层）,57㎡,1室1厅1卫,北坞嘉园西里,南 北        ,海淀,整租·北坞嘉园西里1室1厅南/北,颐和园,5400
低楼层（6层）,43㎡,1室1厅1卫,杨庄路73号院,南        ,通州,整租·杨庄路73号院1室1厅南,通州北苑,3000
低楼层（6层）,41㎡,1室1厅1卫,安宁里,南 北        ,海淀,整租·安宁里1室1厅南/北,安宁庄,4700
高楼层（6层）,65㎡,2室1厅1卫,管庄西里,南        ,朝阳,整租·管庄西里2室1厅南,管庄,5200
高楼层（18层）,80㎡,2室1厅1卫,管庄新村,西南        ,朝阳,整租·管庄新村2室1厅西南,双桥,5000
高楼层（21层）,48㎡,1室1厅1卫,御景春天,东        ,丰台,整租·御景春天1室1厅东,科技园区,4200
低楼层（7层）,62㎡,1室1厅1卫,门头馨园,南 北        ,海淀,整租·门头馨园1室1厅南/北,西山,5000
低楼层（21层）,79㎡,2室1厅1卫,新城乐居,南 北        ,通州,整租·新城乐居2室1厅南/北,临河里,3500
中楼层（6层）,61㎡,1室1厅1卫,永泰园,南        ,海淀,整租·永泰园1室1厅南,清河,5100
低楼层（14层）,50㎡,1室2厅1卫,小关东里,东 西        ,朝阳,整租·小关东里1室2厅东/西,惠新西街,5500
低楼层（16层）,42㎡,1室1厅1卫,定慧东里,西南        ,海淀,整租·定慧东里1室1厅西南,定慧寺,5000
高楼层（6层）,58㎡,2室1厅1卫,建新胡同10号楼,南        ,昌平,整租·建新胡同10号楼2室1厅南,鼓楼大街,3300
高楼层（12层）,55㎡,1室1厅1卫,西罗园三区,东南        ,丰台,整租·西罗园三区1室1厅东南,西罗园,4300
高楼层（5层）,48㎡,2室1厅1卫,天宁寺东里,南 北        ,西城,整租·天宁寺东里2室1厅南/北,天宁寺,4500
中楼层（6层）,47㎡,2室1厅1卫,建国街一里,南 北        ,丰台,整租·建国街一里2室1厅南/北,看丹桥,4100
低楼层（6层）,127㎡,3室2厅2卫,绿城百合公寓桂雨苑,南 北        ,房山,整租·绿城百合公寓桂雨苑3室2厅南/北,阎村,2500
中楼层（16层）,39㎡,1室1厅1卫,东直门外大街(朝阳）,北        ,朝阳,整租·东直门外大街(朝阳）1室1厅北,工体,5300
高楼层（4层）,50㎡,1室1厅1卫,和平街十区,南        ,朝阳,整租·和平街十区1室1厅南,和平里,5900
低楼层（6层）,49㎡,2室1厅1卫,幸福二村,南        ,朝阳,整租·幸福二村2室1厅南,工体,6000
高楼层（6层）,58㎡,2室1厅1卫,东四块玉南街30号院,南 北        ,东城,整租·东四块玉南街30号院2室1厅南/北,左安门,5300
中楼层（6层）,58㎡,2室1厅1卫,翠微北里,南 北        ,海淀,整租·翠微北里2室1厅南/北,公主坟,5800
中楼层（6层）,53㎡,1室1厅1卫,新安里,南        ,大兴,整租·新安里1室1厅南,黄村中,2900
高楼层（24层）,58㎡,1室0厅1卫,远见名苑,西        ,西城,整租·远见名苑1室0厅西,广安门,5600
高楼层（5层）,61㎡,2室1厅1卫,水利局一处宿舍,南 北        ,海淀,整租·水利局一处宿舍2室1厅南/北,安宁庄,5000
低楼层（18层）,56㎡,1室1厅1卫,朝丰家园,南        ,朝阳,整租·朝丰家园1室1厅南,豆各庄,3500
高楼层（6层）,57㎡,1室1厅1卫,胜利小区,南 北        ,顺义,整租·胜利小区1室1厅南/北,顺义城,3000
中楼层（5层）,42㎡,2室1厅1卫,古城南路,南        ,石景山,整租·古城南路2室1厅南,古城,4300
低楼层（18层）,29㎡,1室0厅1卫,北街家园六区,西        ,昌平,整租·北街家园六区1室0厅西,沙河,2100
中楼层（6层）,59㎡,2室1厅1卫,松榆西里,东 西        ,朝阳,整租·松榆西里2室1厅东/西,潘家园,6000
中楼层（25层）,56㎡,1室1厅1卫,今典花园,西        ,海淀,整租·今典花园1室1厅西,小西天,6000
地下室（5层）,95㎡,2室1厅1卫,京泉馨苑,南 北        ,海淀,整租·京泉馨苑2室1厅南/北,西山,4800
高楼层（6层）,95㎡,2室1厅1卫,花雨汀,南 北        ,昌平,整租·花雨汀2室1厅南/北,南邵,3500
高楼层（6层）,68㎡,2室1厅1卫,管村26号院,南 北        ,东城,整租·管村26号院2室1厅南/北,永定门,5500
高楼层（6层）,64㎡,2室1厅1卫,北城根小区,东        ,昌平,整租·北城根小区2室1厅东,鼓楼大街,2800
中楼层（18层）,52㎡,3房间1卫,SOCO公社,南        ,海淀,整租·SOCO公社3房间南,西三旗,5200
高楼层（6层）,40㎡,1室1厅1卫,建设研究院,南        ,海淀,整租·建设研究院1室1厅南,五棵松,5200
中楼层（8层）,45㎡,1室1厅1卫,模式口西里,南 北        ,石景山,整租·模式口西里1室1厅南/北,苹果园,3500
中楼层（5层）,52㎡,3室1厅1卫,伟业嘉园西里,南        ,房山,整租·伟业嘉园西里3室1厅南,良乡,2500
高楼层（6层）,61㎡,2室1厅1卫,仓上小区,南 北        ,顺义,整租·仓上小区2室1厅南/北,顺义城,2300
高楼层（22层）,90㎡,2室1厅1卫,大方居,东        ,通州,整租·大方居2室1厅东,九棵树(家乐福),3500
中楼层（23层）,34㎡,1室0厅1卫,逸秀名园,北        ,通州,整租·逸秀名园1室0厅北,万达,3200
低楼层（6层）,43㎡,1室1厅1卫,永顺南街232号院,南        ,通州,整租·永顺南街232号院1室1厅南,万达,2600
高楼层（6层）,71㎡,2室1厅1卫,晓月苑二里,南 北        ,丰台,整租·晓月苑二里2室1厅南/北,卢沟桥,3500
中楼层（29层）,72㎡,1室1厅1卫,青荷里南山园,南 北        ,朝阳,整租·青荷里南山园1室1厅南/北,豆各庄,3200
高楼层（6层）,50㎡,1室1厅1卫,柳岸景园,南        ,通州,整租·柳岸景园1室1厅南,乔庄,2900
高楼层（6层）,50㎡,2室1厅1卫,永定门东街东里,南 北        ,东城,整租·永定门东街东里2室1厅南/北,天坛,5500
低楼层（6层）,45㎡,2室1厅1卫,马南里,东 北        ,朝阳,整租·马南里2室1厅东/北,中央别墅区,5100
中楼层（6层）,40㎡,1室1厅1卫,安华西里社区,南        ,朝阳,整租·安华西里社区1室1厅南,安贞,5600
中楼层（6层）,58㎡,2室1厅1卫,万源东里,南        ,丰台,整租·万源东里2室1厅南,旧宫,4000
高楼层（6层）,89㎡,2室2厅1卫,佳和宜园,南 北        ,顺义,整租·佳和宜园2室2厅南/北,马坡,2500
中楼层（6层）,60㎡,2室1厅1卫,西辛南区,南 北        ,顺义,整租·西辛南区2室1厅南/北,顺义城,3200
低楼层（7层）,72㎡,2室1厅1卫,银地家园,南 北        ,丰台,整租·银地家园2室1厅南/北,花乡,4500
